R,7,7,9,10556
R,17,4,7,1372
R,19,6,11,6376
R,13,11,5,25933
R,7,7,3,38400
R,7,13,10,20776
R,15,17,14,17560
R,1,1,19,33914
R,1,19,18,7431
R,14,4,17,38834
R,9,7,16,37349
R,15,13,17,23778
R,14,1,7,22860
R,12,10,3,30399
R,1,4,4,37209
R,18,8,9,20892
R,15,19,13,32620
R,1,10,3,12978
R,8,5,12,16931
R,13,1,11,32539
R,0,17,7,25763
R,15,1,8,15314
R,10,14,8,20239
R,2,10,0,15284
R,1,15,12,7182
R,15,11,19,11457
R,1,16,12,13768
R,16,11,7,8795
R,16,11,5,23849
R,18,6,8,25668
R,3,3,1,38045
R,0,8,11,1060
R,0,0,17,14225
R,1,6,12,12161
R,7,0,0,12280
R,10,7,5,22341
R,19,0,6,21379
R,14,7,19,9915
R,11,12,8,12391
R,3,10,2,25298
R,15,1,0,10587
R,9,14,14,12632
R,10,6,7,7766
R,4,12,2,1663
R,0,2,5,31893
R,3,2,13,14106
R,3,4,1,14482
R,13,8,5,1888
R,19,11,18,33997
R,0,2,13,104
R,11,1,10,17607
R,2,15,9,20651
R,11,7,4,8002
R,5,1,14,37893
R,2,3,3,16706
R,12,13,4,7668
R,11,9,19,3790
R,6,3,18,9047
R,14,18,13,12654
R,3,8,17,10287
R,1,11,3,39406
R,0,13,3,38368
R,8,6,11,28058
R,10,3,15,5233
R,11,7,19,17088
R,7,13,7,19335
R,5,15,7,1200
R,13,6,16,37230
R,9,4,4,11774
R,4,5,10,16015
R,14,8,1,27646
R,17,4,11,14394
R,4,13,5,2183
R,7,3,6,18270
R,2,10,5,22065
R,3,15,17,10891
R,3,0,5,35606
R,1,0,17,19319
R,4,1,12,27284
R,14,17,11,26805
R,13,19,6,1992
R,17,7,18,23230
R,5,3,7,21204
R,12,1,13,26476
R,4,15,7,8665
R,14,5,11,9850
R,12,13,5,34045
R,13,9,14,27333
R,11,10,17,18214
R,19,11,15,2765
R,5,4,0,19325
R,2,13,14,27444
R,12,19,17,32044
R,5,17,8,9533
R,8,9,16,21919
R,14,9,14,38606
R,1,5,12,31110
R,7,16,5,5486
R,14,15,13,39377
R,11,11,10,31239
R,1,10,16,36274
R,0,12,0,10148
R,4,8,4,39774
R,16,10,3,21491
R,7,9,8,30924
R,7,9,16,34820
R,17,15,2,30451
R,12,10,19,27145
R,1,19,0,31760
R,17,9,16,5139
R,19,18,14,26525
R,17,2,15,2266
R,2,4,4,35739
R,1,4,5,7797
R,17,1,2,20616
R,10,4,7,11997
R,16,6,0,16681
R,18,18,2,9071
R,13,11,14,31809
R,16,1,19,15718
R,5,8,18,22871
R,10,19,2,34276
R,14,3,10,18996
R,3,11,13,25193
R,5,16,5,7458
R,16,13,4,28442
R,15,16,3,23853
R,8,17,16,2363
R,17,5,19,28453
R,2,19,5,27509
R,13,3,6,19482
R,16,8,14,34384
R,8,0,2,17374
R,19,15,5,23801
R,4,12,14,30022
R,19,12,13,34173
R,13,13,2,18793
R,17,12,1,38796
R,17,16,1,37215
R,12,2,0,2230
R,2,10,17,27074
R,3,4,17,5105
R,16,12,10,24688
R,11,15,14,3472
R,14,18,0,9926
R,15,2,10,32524
R,11,3,4,25062
R,13,19,8,7487
R,14,10,16,30386
R,8,15,16,9188
R,0,18,5,15182
R,5,10,11,33304
R,19,15,17,9761
R,12,4,9,18011
R,10,7,14,15444
R,18,5,15,1743
R,17,17,15,24720
R,18,9,18,17783
R,15,8,16,5892
R,2,13,8,34361
R,0,16,5,4893
R,4,19,0,32668
R,11,4,1,33100
R,3,5,0,24010
R,2,18,4,22339
R,17,2,16,12239
R,2,9,18,7863
R,16,3,17,37975
R,14,2,19,6367
R,11,11,9,16563
R,5,14,15,11442
R,19,19,7,29332
R,17,17,12,31597
R,16,14,5,30542
R,8,18,13,35595
R,4,5,15,17686
R,0,16,11,16330
R,0,8,2,29124
R,4,14,16,32556
R,8,6,4,22290
R,3,19,10,15410
R,1,5,8,26586
R,14,6,18,32867
R,13,19,9,39322
R,10,2,15,35651
R,9,6,17,8179
R,5,11,17,32540
R,12,16,15,22886
R,3,11,12,30648
R,2,18,15,7957
R,11,1,17,11299
R,5,9,7,19784
R,9,17,9,28653
R,4,8,5,5732
R,3,17,10,37798
R,12,7,5,10037
R,6,5,11,10144
R,9,15,1,12453
R,3,7,1,30768
R,11,2,9,3522
R,9,3,18,19757
R,2,19,6,27835
R,10,0,19,15855
R,12,4,8,10019
R,15,17,3,12944
R,4,14,11,14060
R,7,9,2,10542
R,18,8,19,33005
R,4,19,13,5478
R,12,3,9,38493
R,11,17,15,16986
R,0,10,14,28180
R,19,8,7,19052
R,4,7,11,9296
R,18,6,18,15104
R,8,17,1,17005
R,12,14,19,12797
R,4,0,4,4012
R,14,7,3,24972
R,8,15,14,5485
R,12,17,4,32279
R,13,8,7,22324
R,17,6,3,21643
R,7,18,4,10983
R,13,2,4,20182
R,11,17,5,21389
R,17,18,6,36905
R,12,1,4,14672
R,17,16,13,25846
R,15,7,17,3003
R,7,5,10,13042
R,5,18,2,4349
R,18,5,11,35924
R,13,19,7,29028
R,19,19,17,22932
R,8,9,4,34082
R,11,10,15,10668
R,18,17,3,18315
R,4,16,14,18074
R,0,3,13,25492
R,15,14,1,24539
R,5,18,18,37717
R,9,17,0,13297
R,11,3,3,4616
R,16,18,14,11806
R,10,2,12,31303
R,9,10,8,22502
R,5,15,8,26129
R,1,18,2,5072
R,17,6,10,16773
R,1,0,10,7077
R,3,19,7,9892
R,16,16,10,25711
R,18,14,5,16915
R,17,19,8,31035
R,4,19,19,7190
R,11,15,1,26519
R,4,6,3,24086
R,11,8,16,4692
R,7,4,14,15899
R,14,0,6,20356
R,16,8,16,32787
R,17,0,18,32892
R,5,15,3,18633
R,6,8,3,31507
R,1,12,10,34861
R,9,10,14,32929
R,2,11,11,28306
R,18,7,11,36032
R,2,10,14,23146
R,0,0,9,27406
R,4,10,18,11596
R,17,13,19,15337
R,2,18,13,32623
R,10,13,4,31857
R,1,12,6,5739
R,1,8,8,38088
R,18,14,8,3198
R,18,7,9,29461
R,9,5,18,15429
R,12,7,7,7740
R,1,17,6,9598
R,15,17,9,3559
R,8,15,15,16140
R,2,11,14,34112
R,14,12,5,23922
R,0,1,8,7795
R,11,13,17,3414
R,4,13,5,22833
R,7,5,4,7743
R,14,11,17,743
R,8,11,14,7192
R,1,4,9,26571
R,19,6,17,37226
R,13,11,4,35855
R,12,11,13,10661
R,8,15,1,38955
R,8,1,11,7255
R,19,14,10,24471
R,15,14,4,27250
R,15,4,16,845
R,9,10,8,25290
R,14,8,18,37259
R,2,2,17,27988
R,13,5,8,4943
R,5,18,15,30184
R,13,2,14,38232
R,1,18,0,20224
R,11,10,4,3307
R,16,17,18,12022
R,2,8,1,20300
R,19,17,9,2441
R,10,8,2,32640
R,0,12,9,33560
R,16,7,5,21969
R,16,7,1,27300
R,10,15,13,29257
R,16,3,8,15058
R,9,8,2,26933
R,13,19,2,24743
R,11,19,15,8547
R,17,3,3,28297
R,8,6,13,18788
R,15,15,9,10052
R,3,17,2,8202
R,13,0,17,7170
R,8,3,17,36330
R,9,17,2,37969
R,5,2,6,9947
R,6,15,19,27745
R,11,18,12,39861
R,14,5,15,29315
R,11,18,4,20883
R,3,0,4,7274
R,6,5,17,26576
R,11,15,7,5869
R,19,10,0,5581
R,18,11,16,32963
R,14,7,10,34729
R,16,0,16,27333
R,17,13,19,28103
R,2,18,11,17326
R,0,14,7,1739
R,15,0,8,27806
R,18,10,4,33500
R,4,8,2,36562
R,19,2,13,25187
R,3,13,14,9325
R,5,11,3,34954
R,17,11,1,15859
R,17,19,15,2622
R,13,6,13,7944
R,5,2,12,9005
R,2,6,1,1652
R,1,6,3,10120
R,5,15,19,17377
R,8,19,11,14146
R,14,19,7,34011
R,14,7,8,39246
R,9,11,2,31054
R,12,18,6,31524
R,6,17,5,15564
R,9,19,12,30268
R,19,0,17,1988
R,9,1,11,35664
R,19,17,15,15371
R,17,10,19,7006
R,15,16,7,34326
R,8,11,6,26980
R,14,4,11,7869
R,14,9,6,11106
R,5,10,14,5818
R,1,1,16,6363
R,17,3,14,16423
R,13,16,3,915
R,6,0,17,29571
R,13,16,5,16529
R,16,17,13,32237
R,4,13,3,38494
R,8,10,1,23463
R,19,12,6,30468
R,12,7,1,5524
R,3,6,10,31632
R,8,5,14,39417
R,1,9,15,26064
R,1,18,9,10687
R,16,18,3,19733
R,6,0,15,9647
R,7,12,17,34610
R,16,6,7,24116
R,10,3,14,37946
R,11,17,16,38620
R,6,10,7,18565
R,5,8,18,12759
R,2,8,3,28203
R,11,0,2,39798
R,14,12,16,31879
R,13,7,0,22956
R,7,0,3,39029
R,17,9,6,23824
R,16,0,3,16275
R,4,10,12,22361
R,4,3,7,707
R,13,5,7,22816
R,7,9,16,24999
R,19,0,4,16929
R,8,19,10,15971
R,8,1,0,33849
R,10,6,0,38431
R,2,18,3,39657
R,12,16,19,9346
R,19,5,7,13393
R,7,17,5,10295
R,14,15,0,12981
R,0,18,15,20395
R,9,5,3,33147
R,0,13,1,3404
R,11,18,16,5098
R,10,10,10,9739
R,12,10,5,18285
R,17,19,6,9946
R,18,17,6,2189
R,0,16,14,1263
R,8,8,1,29178
R,19,19,16,31807
R,18,15,13,33090
R,1,14,1,29187
R,6,4,17,9560
R,9,11,4,12213
R,2,14,8,37646
R,7,10,2,15379
R,17,15,7,38618
R,14,18,6,8603
R,1,12,12,35092
R,9,18,3,27533
R,15,9,3,13558
R,4,14,19,5484
R,16,14,9,16474
R,6,15,12,28668
R,8,2,14,21951
R,9,13,10,15237
R,18,11,12,8580
R,19,0,2,23502
R,9,15,3,13995
R,5,10,6,36642
R,10,8,5,5783
R,16,19,3,2894
R,1,5,13,5006
R,5,17,5,17120
R,7,2,1,13815
R,18,3,7,28201
R,6,7,6,14555
R,1,10,18,10428
R,2,5,12,21928
R,5,2,13,20588
R,11,19,16,12649
R,10,17,11,32081
R,6,14,3,30927
R,15,12,5,18691
R,15,17,18,24683
R,15,19,10,18781
R,14,13,6,37360
R,2,1,15,827
R,12,18,15,3893
R,2,17,7,1467
R,0,19,10,13873
R,1,9,14,24128
R,8,1,1,30269
R,11,3,7,21865
R,3,4,3,11605
R,2,11,4,27678
R,18,0,7,15510
R,19,1,2,29379
R,9,13,7,28353
R,16,8,19,33858
R,17,11,14,18486
R,6,17,13,15558
R,5,10,4,11705
R,1,12,10,18682
R,11,14,14,1649
R,5,6,4,4685
R,13,11,1,4835
R,9,17,7,39856
R,14,14,13,27514
R,3,9,16,34261
R,8,10,4,18562
R,16,16,6,35058
R,9,3,2,23720
R,7,15,8,5628
R,0,15,15,8251
R,11,6,12,21100
R,15,7,6,39470
R,3,3,7,32893
R,4,17,19,11923
R,3,8,3,1003
R,9,5,18,34528
R,9,4,19,3572
R,14,3,3,20909
R,11,9,11,538
R,7,14,14,3764
R,5,0,7,25951
R,9,15,5,39376
R,13,11,10,17544
R,7,6,14,19966
R,0,17,9,22170
R,19,3,9,34910
R,8,1,11,22111
R,8,18,7,1777
R,17,15,7,4002
R,2,16,6,33052
R,2,5,11,9006
R,15,15,6,11172
R,7,7,5,39186
R,14,9,19,32240
R,18,19,10,18591
R,4,1,7,11018
R,4,1,16,1832
R,17,7,14,6813
R,2,19,9,14976
R,9,12,10,18040
R,3,9,0,31039
R,17,15,6,12616
R,6,6,1,17597
R,1,13,5,10721
R,13,4,10,31189
R,5,1,2,11958
R,6,4,14,36771
R,13,0,18,22236
R,11,15,2,18246
R,14,14,11,7115
R,11,14,15,27614
R,13,11,5,10460
R,1,18,13,34382
R,9,10,16,715
R,10,4,7,16570
R,19,5,7,11574
R,15,10,18,9930
R,7,2,1,12379
R,18,19,17,32997
R,17,10,15,34781
R,19,11,16,25974
R,2,2,14,4608
R,13,19,3,21994
R,11,5,16,8360
R,4,17,5,36400
R,14,7,0,5086
R,18,17,11,3575
R,13,8,11,23562
R,8,13,3,22770
R,4,1,19,24249
R,11,14,4,28887
R,12,5,1,22872
R,9,0,18,4571
R,4,12,4,22390
R,11,5,4,20535
R,9,7,10,22982
R,15,18,4,12710
R,4,14,7,19546
R,1,12,2,29412
R,0,16,14,15272
R,19,7,11,26864
R,9,3,5,17353
R,14,14,17,9610
R,17,16,15,8564
R,4,17,13,21109
R,12,10,3,263
R,6,1,7,3893
R,9,0,3,11710
R,1,3,17,27410
R,5,6,19,38329
R,18,17,2,8659
R,13,7,5,13306
R,0,2,3,15939
R,16,9,17,31588
R,18,10,17,7023
R,8,3,4,25341
R,3,19,7,25510
R,4,5,11,34412
R,0,12,6,2679
R,17,0,14,4347
R,18,14,9,23029
R,14,15,19,34773
R,14,2,0,5110
R,2,18,18,11400
R,2,19,19,16271
R,2,14,15,32004
R,11,13,10,38617
R,13,10,9,39194
R,10,16,12,4079
R,13,15,16,33470
R,17,5,14,27693
R,13,9,8,16389
R,17,0,14,37682
R,3,19,5,10151
R,19,12,2,34782
R,4,18,11,21437
R,9,16,12,24468
R,13,7,11,6083
R,4,7,17,22905
R,14,3,5,23063
R,5,1,8,34866
R,18,6,4,34423
R,5,7,1,4778
R,12,8,2,23303
R,19,19,8,20361
R,13,1,7,2184
R,2,9,13,27197
R,17,2,11,36834
R,13,18,12,19700
R,9,9,12,2138
R,16,0,4,15904
R,3,16,8,29468
R,10,11,17,37361
R,19,10,1,21041
R,11,14,8,9758
R,5,12,6,38921
R,9,15,3,27868
R,2,4,2,31667
R,5,14,15,20324
R,6,14,3,18655
R,17,14,7,2929
R,1,5,2,12579
R,8,2,12,23999
R,12,14,0,39026
R,18,5,0,32909
R,6,13,16,1190
R,19,14,17,20699
R,1,17,9,19190
R,1,12,13,39660
R,4,0,3,29504
R,4,5,17,30085
R,9,8,10,9344
R,0,11,16,32299
R,14,14,8,726
R,3,10,15,39401
R,12,18,17,36932
R,16,19,4,39367
R,17,5,10,39981
R,16,12,8,35475
R,3,13,9,30807
R,9,5,19,28764
R,12,12,1,31721
R,16,0,16,561
R,19,1,16,26221
R,9,13,4,18149
R,2,17,13,4303
R,15,2,17,4622
R,4,14,4,11611
R,7,4,4,30785
R,9,11,19,19906
R,2,3,2,983
R,14,6,0,5909
R,9,1,0,8619
R,12,3,15,15624
R,10,12,8,6809
R,6,7,11,7024
R,18,19,17,21184
R,5,19,6,10309
R,14,4,3,24833
R,5,16,2,7584
R,19,4,5,27581
R,3,17,0,13885
R,16,12,0,38425
R,14,0,14,27834
R,1,2,15,28413
R,4,3,18,31894
R,7,18,11,10960
R,8,8,11,8754
R,12,8,3,28286
R,14,5,9,7443
R,13,4,18,18098
R,12,13,17,24669
R,16,5,9,13339
R,5,12,3,13401
R,9,17,19,18346
R,2,18,6,36463
R,7,11,13,37074
R,19,8,0,27756
R,10,15,2,16135
R,12,1,4,957
R,8,1,17,29567
R,2,2,2,37874
R,5,5,19,20659
R,17,2,11,37755
R,8,1,8,23774
R,5,2,15,24622
R,2,2,11,31420
R,2,1,8,7166
R,12,5,12,17356
R,2,9,6,15813
R,11,19,15,9870
R,15,4,10,15034
R,4,12,3,3782
R,3,19,17,29051
R,1,0,10,24502
R,10,17,12,20036
R,8,5,5,34855
R,0,16,3,24182
R,1,6,14,16160
R,10,7,11,30033
R,10,2,11,1069
R,7,2,18,12921
R,16,17,6,7065
R,4,1,16,1332
R,1,13,1,31987
R,5,17,5,34857
R,1,2,1,18765
R,8,16,11,3746
R,15,2,0,39351
R,3,0,14,9098
R,15,13,4,31368
R,8,9,12,16176
R,3,6,0,36117
R,18,2,4,10946
R,11,15,3,13111
R,6,15,12,32146
R,10,5,6,1353
R,12,13,5,33748
R,17,5,8,28776
R,1,16,0,39837
R,16,15,13,29553
R,9,8,0,39717
R,6,14,17,1605
R,12,8,16,14213
R,16,1,12,18119
R,14,5,4,36409
R,10,4,6,6364
R,9,11,0,9631
R,2,8,9,20585
R,7,6,18,26102
R,10,14,15,20697
R,18,2,14,10335
R,3,12,3,17364
R,5,0,9,8607
R,10,6,1,30856
R,2,2,13,9051
R,17,10,12,20964
R,12,14,16,33753
R,4,3,9,4311
R,16,2,6,25733
R,2,18,10,1749
R,1,17,10,7529
R,18,15,6,25234
R,10,0,9,9459
R,12,16,5,35012
R,16,18,8,26674
R,19,6,6,36388
R,6,4,8,15193
R,18,5,15,24429
R,14,17,10,36347
R,10,16,0,32539
R,15,3,10,16972
R,11,2,17,28013
R,15,19,1,29350
R,16,14,15,3300
R,15,4,1,7297
R,13,11,19,11009
R,8,8,17,28792
R,4,12,16,1546
R,14,13,3,38667
R,11,13,8,4356
R,16,1,19,18263
R,2,3,7,35386
R,17,2,11,31839
R,15,15,13,31348
R,15,14,3,35782
R,7,19,18,39617
R,11,15,0,13842
R,11,11,1,6701
R,1,11,7,21098
R,17,17,19,24842
R,18,13,16,14040
R,19,18,15,17771
R,14,10,12,29000
R,4,18,13,16484
R,10,1,17,1222
R,0,2,1,25035
R,13,11,11,9092
R,14,17,11,27194
R,12,18,15,13713
R,1,6,14,5962
R,7,17,13,1122
R,17,8,10,27928
R,19,2,11,7308
R,9,14,12,8515
R,3,7,17,711
R,4,6,2,37227
R,9,1,0,12972
R,14,13,13,4019
R,16,3,1,28408
R,18,5,9,39552
R,1,16,12,12678
R,18,13,5,30840
R,16,4,15,16728
R,8,12,1,15939
R,2,14,11,27279
R,17,2,13,31501
R,14,12,11,19118
R,13,9,2,15873
R,2,17,18,17562
R,0,5,5,12879
R,5,5,19,10140
R,1,0,4,30054
R,19,9,4,33948
R,14,2,14,4730
R,10,0,9,24167
R,5,17,16,33023
R,9,14,12,30763
R,6,17,7,38955
R,0,12,0,3957
R,11,5,10,17015
R,12,17,16,38585
R,2,12,3,13982
R,18,2,3,4553
R,19,12,7,22429
R,13,14,2,34332
R,1,14,17,8497
R,10,19,11,21961
R,3,11,12,29979
R,9,15,2,2633
R,17,8,2,10590
R,15,15,3,33847
R,5,14,9,21631
R,3,15,0,11475
R,0,6,5,34052
R,11,15,18,30970
R,8,14,2,6389
R,6,11,13,21551
R,17,14,16,24030
R,5,7,2,4630
R,15,16,8,16074
R,0,7,11,12082
R,19,15,3,3849
R,15,4,15,10670
R,15,15,16,34666
R,15,8,19,593
R,8,15,16,3521
R,7,14,13,6344
R,4,13,4,738
R,10,19,17,1503
R,19,9,12,17891
R,5,17,16,9415
R,7,17,9,20958
R,19,8,7,17298
R,10,14,16,36908
R,11,11,19,21682
R,0,1,15,7338
R,6,19,16,26941
R,15,2,16,3191
R,3,12,19,29483
R,17,16,5,39411
R,16,17,10,36437
R,10,7,4,15810
R,16,8,8,32632
R,0,0,3,16903
R,12,7,15,32496
R,8,8,19,13480
R,4,15,15,36413
R,19,9,5,16976
R,8,16,18,16960
R,0,2,10,5352
R,1,19,0,1278
R,19,15,16,12252
R,12,2,6,13723
R,17,18,0,38875
R,7,19,0,34272
R,16,15,17,3735
R,17,9,13,15030
R,1,8,8,23809
R,8,4,3,5800
R,5,9,4,3278
R,14,1,5,38948
R,2,13,0,9204
R,2,0,3,32186
R,13,14,9,39404
R,13,11,1,31899
R,4,12,18,10481
R,11,17,13,18522
R,15,10,16,39424
R,9,12,12,28334
R,8,3,6,19990
R,19,17,2,33134
R,16,10,16,12660
R,13,8,0,39507
R,10,14,2,28894
R,0,8,15,20921
R,12,2,7,34839
R,3,3,8,36061
R,11,10,11,17509
R,15,19,3,34144
R,9,4,19,36755
R,9,18,9,12930
R,10,11,6,25514
R,13,15,4,18919
R,9,14,15,9910
R,15,13,11,39317
R,13,13,19,37447
R,2,18,4,34035
R,11,3,18,10540
R,13,14,17,35020
R,12,18,10,2041
R,3,4,4,38665
R,1,9,17,25474
R,8,15,19,1338
R,8,9,2,37213
R,4,10,3,16333
R,6,11,16,12260
R,1,7,18,18709
R,1,11,0,23088
R,10,3,7,4612
R,5,8,9,38814
R,11,9,11,26672
R,8,13,19,12685
R,13,3,7,12433
R,7,12,10,9566
